filename, language, JSON, Shell Script, Markdown, YAML, SQL, JavaScript, HTML, JavaScript React, CSS, XML, comment, blank, total
src/frontend/src/components/audioUI/actions.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 1, 2, 35
src/frontend/src/components/audioUI/all.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 2, 3, 47
src/frontend/src/components/audioUI/custom.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 4, 30
src/frontend/src/components/contact/index.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 9, 9, 76
src/frontend/src/components/form/FormCheckbox.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 5, 45
src/frontend/src/components/form/FormEmailInput.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 6, 46
src/frontend/src/components/form/FormField.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 9, 56
src/frontend/src/components/form/FormFileSelector.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 6, 39
src/frontend/src/components/form/FormGroup.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
src/frontend/src/components/form/FormInput.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 3, 40
src/frontend/src/components/form/FormNumericInput.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 13
src/frontend/src/components/form/FormRadio.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 5, 56
src/frontend/src/components/form/FormSelect.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 3, 34
src/frontend/src/components/form/index.js, JavaScript, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 20
src/frontend/src/components/header/index.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 15, 143
src/frontend/src/components/home/index.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 378, 0, 0, 0, 11, 389
src/frontend/src/components/login/actions.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
src/frontend/src/components/login/form.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 5, 70
src/frontend/src/components/login/index.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 8, 46
